Location,Cases,Date
Tampines Street11 (Blk 101),4,2017-02-01
Tampines Street11 (Blk 102),3,2017-02-01
Tampines Street11 (Blk 103),2,2017-02-01
Tampines Street11 (Blk 104),4,2017-02-01
Tampines Street11 (Blk 113),1,2017-02-01
Tampines Street11 (Blk 138),1,2017-02-01
Irrawaddy Road,11,2017-02-01
Tampines Avenue 5(Blk 146),1,2017-02-01
Tampines Street12 (Blk 140),2,2017-02-01
Tampines Street12 (Blk 141),1,2017-02-01
Tampines Street12 (Blk 143),1,2017-02-01
Hougang Avenue 8 (Blk 467),1,2017-02-01
Hougang Avenue 10 (Blk 403),2,2017-02-01
Hougang Avenue 10 (Blk 408),1,2017-02-01
Tampines Street82 (Blk 842D),1,2017-02-01
Tampines Street82 (Blk 842E),1,2017-02-01
Tampines Street82 (Blk 856F),2,2017-02-01
Almond Avenue,2,2017-02-01
Almond Crescent,1,2017-02-01
Tampines Street32 (Blk 327),1,2017-02-01
Tampines Street32 (Blk 381),1,2017-02-01
Tampines Street32 (Blk 384),1,2017-02-01
Ang Mo Kio Street 52(Blk 588A),1,2017-02-01
Ang Mo Kio Street 52(Blk 588B),1,2017-02-01
Bukit Batok Street 31 (Blk 306),1,2017-02-01
Bukit Batok Street 32 (Blk 315),1,2017-02-01
Shaw Road,2,2017-02-01
Toa Payoh North (Blk 205),1,2017-02-01
Toa Payoh North (Blk 207),1,2017-02-01
Woodlands Drive16 (Blk 575),1,2017-02-01
Woodlands Drive16 (La Casa),1,2017-02-01
Tampines Street 11 (Blk 101),4,2017-02-02
Tampines Street 11 (Blk 102),4,2017-02-02
Tampines Street 11 (Blk 103),2,2017-02-02
Tampines Street 11 (Blk 104),4,2017-02-02
Tampines Street 11 (Blk 113),1,2017-02-02
Tampines Street 11 (Blk 138),1,2017-02-02
Tampines Street 11 (Tampines Court),1,2017-02-02
Irrawaddy Road,11,2017-02-02
Tampines Avenue 5 (Blk 146),1,2017-02-02
Tampines Street 12 (Blk 140),2,2017-02-02
Tampines Street 12 (Blk 141),1,2017-02-02
Tampines Street 12 (Blk 143),1,2017-02-02
Hougang Avenue 8 (Blk 467),1,2017-02-02
Hougang Avenue 10 (Blk 403),2,2017-02-02
Hougang Avenue 10 (Blk 408),1,2017-02-02
Tampines Street 82 (Blk 842D),1,2017-02-02
Tampines Street 82 (Blk 842E),1,2017-02-02
Tampines Street 82 (Blk 856F),2,2017-02-02
Ang Mo Kio Street 52 (Blk 588A),1,2017-02-02
Ang Mo Kio Street 52 (Blk 588B),1,2017-02-02
Bukit Batok East Avenue 3 (Blk 222),1,2017-02-02
Bukit Batok East Avenue 5 (Blk 233),1,2017-02-02
Shaw Road,2,2017-02-02
Toa Payoh North (Blk 205),1,2017-02-02
Toa Payoh North (Blk 207),1,2017-02-02
Tampines Street    11 (Blk 101),4,2017-02-03
Tampines Street    11 (Blk 102),4,2017-02-03
Tampines Street    11 (Blk 103),2,2017-02-03
Tampines Street    11 (Blk 104),4,2017-02-03
Tampines Street    11 (Blk 113),1,2017-02-03
Tampines Street    11 (Blk 138),1,2017-02-03
